protein_row_id,structure_unique_sequence_id,PLMSearch_query_original,PLMSearch_query_normalized,PLMSearch_hit_count,PLMSearch_top1_target,PLMSearch_top1_score,PLMSearch_top1_confidence_level,PLMSearch_top2_target,PLMSearch_top3_target,PLMSearch_top4_target,PLMSearch_top5_target,PLMSearch_top6_target,PLMSearch_top7_target,PLMSearch_top8_target,PLMSearch_top9_target,PLMSearch_top10_target,PLMSearch_top11_target,PLMSearch_top12_target,PLMSearch_top13_target,PLMSearch_top14_target,PLMSearch_top15_target,PLMSearch_top16_target,PLMSearch_top17_target,PLMSearch_top18_target,PLMSearch_top19_target,PLMSearch_top20_target
2573,SEQ_2FA8786F47D3,R1001_knottin_SEQ_2FA8786F47D3|knottin|humVEGF,R1001_knottin_SEQ_2FA8786F47D3|knottin|humVEGF,20,P25430,0.31846258912553793,low,P25431,Q1X709,P25436,P49764,Q1X703,Q1X701,Q63434,Q1X711,Q90X24,Q6J936,P49126,B0VXV3,P25434,Q90X23,B0VXV4,P0DL42,C0K3N3,Q1HN33,P82475
2574,SEQ_1B99659683DB,R1002_knottin_SEQ_1B99659683DB|knottin|Vascular Endothelial Growth Factor (VEGF),R1002_knottin_SEQ_1B99659683DB|knottin|Vascular_Endothelial_Growth_Factor_VEGF,20,P25430,0.31620066515762346,low,P25431,Q1X709,Q1X703,P25436,Q1X701,P49764,Q1X711,Q63434,Q1HN33,Q90X24,P49126,Q6J936,B0VXV3,B0VXV4,Q90X23,C0K3N3,P25434,P67861,C0K3N2
2575,SEQ_0EF2DFD47632,R1003_knottin_SEQ_0EF2DFD47632|knottin|Tachystatin-B2,R1003_knottin_SEQ_0EF2DFD47632|knottin|Tachystatin-B2,20,P0C1Z9,1.0,high,P0C1Z8,P31328,P0CF14,P61232,P83557,P83910,P83996,B3EWN3,P83745,P0DM14,P86418,P83892,P0DQJ6,P0CI04,P84780,P84781,P15968,P60177,P60178
2577,SEQ_50048BE51365,R1004_kunitz_SEQ_50048BE51365|kunitz|HKI-18,R1004_kunitz_SEQ_50048BE51365|kunitz|HKI-18,20,P0DMJ3,0.6920488539515972,medium,Q9TWG0,Q9TWF8,P81548,P81547,P0DMJ4,Q9TWF9,P0DMJ2,P20229,P86862,P10280,P26228,P00994,P25660,P19859,P81902,P00984,Q7LZE3,A0A1Z0YU59,P81906
2578,SEQ_19A7156B60C7,R1005_kunitz_SEQ_19A7156B60C7|kunitz|HKI-18,R1005_kunitz_SEQ_19A7156B60C7|kunitz|HKI-18,20,P0DMJ3,0.6887171013630677,medium,Q9TWF8,Q9TWG0,P81548,Q9TWF9,P81547,P0DMJ4,P20229,P0DMJ2,P86862,P10280,P26228,P00994,P81902,P00984,Q7LZE3,P25660,P19859,P81906,A0A1Z0YU59
2580,SEQ_13DDBA604FF3,R1006_knottin_SEQ_13DDBA604FF3|knottin|Tachystatin-B1,R1006_knottin_SEQ_13DDBA604FF3|knottin|Tachystatin-B1,20,P0C1Z8,1.0,high,P0C1Z9,P31328,P0CF14,P61232,P83557,P83910,P83996,B3EWN3,P83745,P0DM14,P86418,P84780,P0DQJ6,P83892,P84781,P60177,P60178,P15968,P84779
8,SEQ_C6743B5DF681,"R1007_cyclotide_SEQ_C6743B5DF681|cyclotide|Aurelin (Jellyfish, Chordates)",R1007_cyclotide_SEQ_C6743B5DF681|cyclotide|Aurelin_Jellyfish_Chordates,20,Q0MWV8,0.3552480195064547,low,P0DN04,P0DN00,P0DN02,A0A330KUG5,Q09662,P30652,A7X4T8,Q8UW25,Q8UW11,Q3SB07,Q8AVA3,Q8AVA4,A6MFK9,Q3SB03,Q3SB06,Q2XXP1,A8S6B6,F8J2D4,Q3SB04
14,SEQ_BAD446B45BBF,R1008_knottin_SEQ_BAD446B45BBF|knottin|,R1008_knottin_SEQ_BAD446B45BBF|knottin|,20,P85269,0.9952999949455261,high,P61790,P68423,P84015,P0CH55,B3EWN3,P81765,P0CH59,P31328,P61232,P82601,P0DOW6,P83557,C7T1P3,C7T1P4,P0CH13,P83915,P0CI04,P84018,P49271
15,SEQ_F48FFA923D13,R1009_knottin_SEQ_F48FFA923D13|knottin|,R1009_knottin_SEQ_F48FFA923D13|knottin|,20,B3EWN3,0.9988999962806702,high,P83745,P0CH54,P83746,P0DM14,P83747,A0A3F2YLP5,P29426,P0DQJ6,P61232,P0CH59,P58606,P84835,P0CH50,P31328,P0CH52,P84836,P61790,P0CI04,P49266
16,SEQ_91F8E729FAD8,R1010_knottin_SEQ_91F8E729FAD8|knottin|,R1010_knottin_SEQ_91F8E729FAD8|knottin|,20,B3EWN3,0.4233877406634381,low,P0CH59,P31328,P83557,P0CI04,P85270,P61232,P83910,P0CH50,P83745,C0HLV1,P83996,P0DM14,P0CF14,P86418,P84778,P58606,P83746,P61790,P83892
17,SEQ_2D732694341A,R1011_knottin_SEQ_2D732694341A|knottin|,R1011_knottin_SEQ_2D732694341A|knottin|,20,B3EWN3,0.4177547562020827,low,P31328,P0CH59,C0HLV1,P61232,P85270,P83557,P84780,P83745,P0CH50,P58606,P84781,P84779,P84778,P0CI04,P83910,P83746,P83996,P60177,P60178
18,SEQ_3396FD3CDC12,R1012_cyclotide_SEQ_3396FD3CDC12|cyclotide|MrVIB,R1012_cyclotide_SEQ_3396FD3CDC12|cyclotide|MrVIB,20,P0DMA2,0.9950000047683716,high,P68423,P0CH55,P61232,P0DOW6,B3EWN3,P84015,P82601,P31328,P0CH59,P0CH13,P84780,D2Y4A0,P84779,P0DM14,P84781,P81765,P69752,P83996,P0CH50
20,SEQ_8D33CAD6A518,R1013_cyclotide_SEQ_8D33CAD6A518|cyclotide|Human Defensin Np-1,R1013_cyclotide_SEQ_8D33CAD6A518|cyclotide|Human_Defensin_Np-1,20,P81466,0.996399998664856,high,P81468,P81467,P84758,P81465,P85116,P80223,P07468,P85114,P86253,P85115,P85113,P80389,P21376,P02785,P85124,P61542,B3EWF9,P61541,C0HL40
21,SEQ_5BA4BA9AC119,R1014_knottin_SEQ_5BA4BA9AC119|knottin|,R1014_knottin_SEQ_5BA4BA9AC119|knottin|,20,P0CH59,0.3798794899659157,low,P84778,P84780,P84781,P84779,C0HLV1,P61232,P31328,P61790,P83557,P0CI04,P61789,P0CH50,P0DQJ6,P83910,P83996,P84000,P60177,P60178,B3EWN3
22,SEQ_2F80E7E35E67,R1015_knottin_SEQ_2F80E7E35E67|knottin|,R1015_knottin_SEQ_2F80E7E35E67|knottin|,20,P58606,0.9962999820709229,high,P83745,P0DM14,P83746,B3EWN3,P31328,P83747,P61232,P0DQJ6,P0CH59,A0A3F2YLP5,P0CH50,P84781,P84835,P84780,P83910,P84779,P83557,P83996,P84836
23,SEQ_106AEB902735,R1016_cyclotide_SEQ_106AEB902735|cyclotide|CD-1,R1016_cyclotide_SEQ_106AEB902735|cyclotide|CD-1,20,C0HL15,0.9958999752998352,high,C0HK39,C0HL16,C0HKK3,C0HKH1,C0HKH2,P86846,C0HK40,P84641,P84642,P86901,C0HKK0,C0HKH6,C0HKK4,C0HKK5,P85188,P86850,C0HL14,C0HL22,C0HKH7
27,SEQ_9A8534BCF2D3,R1017_knottin_SEQ_9A8534BCF2D3|knottin|,R1017_knottin_SEQ_9A8534BCF2D3|knottin|,20,P58606,1.0,high,B3EWN3,P83745,P61232,P0DM14,P0CH59,P84780,P84781,P83746,P84835,P31328,P0DQJ6,P84779,P84836,A0A3F2YLP5,P0CH50,P83747,P83910,P60177,P60178
28,SEQ_61624A109773,R1018_Ibody_SEQ_61624A109773|Ibody|Affibody anti-HER2 Z(HER2:41071),R1018_Ibody_SEQ_61624A109773|Ibody|Affibody_anti-HER2_Z_HER2:41071,20,A7X659,0.35591683153670317,low,Q931F4,Q2YVZ4,Q6G6Q3,Q8NV09,Q6GE15,A6QJQ7,A8YYG7,Q5HDD7,Q2FVK5,Q2FE79,A5IVJ8,A6U4E8,Q99RL2,P06654,P19909,P38507,A0A0H3K686,Q9L7Q2,P96315
30,SEQ_D8540B103774,R1019_cyclotide_SEQ_D8540B103774|cyclotide|Ncr044 (Putative Late Nodulin),R1019_cyclotide_SEQ_D8540B103774|cyclotide|Ncr044_Putative_Late_Nodulin,20,P0C7K5,0.4512722494419812,low,P0C7K4,P0C7K6,P85029,P81765,P0CH59,P85030,P85874,Q48439,P86534,P84018,P61232,P60233,P0CH55,P55928,P0C1M7,P0C8J0,C0HJW4,P60997,P60996
32,SEQ_511ADDD935FC,R1020_cyclotide_SEQ_511ADDD935FC|cyclotide|Viba 8,R1020_cyclotide_SEQ_511ADDD935FC|cyclotide|Viba_8,20,C0HJS0,0.9965999722480774,high,B3EWH7,P84522,C0HKH6,P84642,P84649,C0HKK4,C0HKK5,P85182,C0HK39,C0HL35,C0HLP3,P58456,C0HKH5,C0HKH1,C0HK35,C0HKH7,C0HL22,C0HL14,C0HKK3
33,SEQ_7A8E8DE0DA68,R1021_knottin_SEQ_7A8E8DE0DA68|knottin|,R1021_knottin_SEQ_7A8E8DE0DA68|knottin|,20,P83259,0.9955999851226807,high,P84780,B3EWN3,P61232,P84779,P84781,P58606,P31328,P60177,P60178,P15968,P0DM14,P0CH59,P83745,P83910,P0C1Z8,P0C1Z9,P0CF14,P83996,P84835
35,SEQ_9B361E35BEAA,R1022_Ibody_SEQ_9B361E35BEAA|Ibody|Affibody anti-Abeta Z(SYM73),R1022_Ibody_SEQ_9B361E35BEAA|Ibody|Affibody_anti-Abeta_Z_SYM73,20,P19909,0.39340727076601034,low,P38507,A0A0H3K686,P06654,Q2YVZ4,A6QJQ7,A8YYG7,Q5HDD7,Q2FVK5,Q2FE79,A7X659,Q931F4,Q6GE15,A5IVJ8,A6U4E8,Q99RL2,Q6G6Q3,Q8NV09,P96315,O85805
39,SEQ_8B89389E2AF1,R1023_cyclotide_SEQ_8B89389E2AF1|cyclotide|Viba 11,R1023_cyclotide_SEQ_8B89389E2AF1|cyclotide|Viba_11,20,C0HL35,0.9958000183105469,high,C0HL36,C0HL14,C0HL21,C0HK32,C0HL22,C0HK35,C0HKH7,C0HKH1,C0HL16,C0HKJ2,C0HKH5,C0HKK3,C0HL20,C0HL15,C0HL34,C0HKK0,C0HKH2,C0HKJ3,C0HKK5
44,SEQ_7365FCEB55B0,R1024_cyclotide_SEQ_7365FCEB55B0|cyclotide|Acidocin B,R1024_cyclotide_SEQ_7365FCEB55B0|cyclotide|Acidocin_B,20,C1P616,0.6428436548331931,medium,P0C824,P0C825,P0C816,A9JX08,P0C827,P0C817,P0C820,P0C818,P0C826,P0C823,P0C819,P0C822,P0C821,P0C815,P0C7Y3,P0C7Y6,P0C7Y8,P0C7Y5,P0C7Y4
47,SEQ_15BAF787CC9B,R1025_Ibody_SEQ_15BAF787CC9B|Ibody|Evibody anti-Somatostatin receptor CTLA-4R-Som1,R1025_Ibody_SEQ_15BAF787CC9B|Ibody|Evibody_anti-Somatostatin_receptor_CTLA-4R-Som1,20,P83907,0.7180460044422148,high,P01648,P01645,P01644,P01653,P01652,P01647,P01651,P01650,P01676,P01678,P04940,P01646,P01693,P01694,P01675,P01811,P01823,P01800,P84750
48,SEQ_1927D5670A85,R1026_Ibody_SEQ_1927D5670A85|Ibody|Evibody anti-Somatostatin receptor CTLA-4R(cys121)Som1,R1026_Ibody_SEQ_1927D5670A85|Ibody|Evibody_anti-Somatostatin_receptor_CTLA-4R_cys121_Som1,20,P83907,0.691397100635939,medium,P01645,P01648,P01644,P01653,P01652,P01647,P01651,P01650,P01676,P01678,P01694,P01646,P01693,P04940,P01675,P84750,P01684,P01657,P01811
49,SEQ_D98E6C6DD7C4,R1027_Ibody_SEQ_D98E6C6DD7C4|Ibody|Evibody anti-Somatostatin receptor CTLA-4R-Som3,R1027_Ibody_SEQ_D98E6C6DD7C4|Ibody|Evibody_anti-Somatostatin_receptor_CTLA-4R-Som3,20,P83907,0.746170609744425,high,P01653,P01652,P01645,P01644,P01648,P01651,P01650,P01647,P01676,P01678,P01646,P01675,P01693,P04940,P01694,P01823,P01684,P84750,P20956
52,SEQ_8A54730D2790,R1028_cyclotide_SEQ_8A54730D2790|cyclotide|PnIA,R1028_cyclotide_SEQ_8A54730D2790|cyclotide|PnIA,20,P0C7K5,0.5637737304258827,medium,P0C7K4,P11920,P85961,P11921,P0C7K6,P0C8W8,P60997,P60996,P60995,Q48439,P83148,Q8X8T5,P0DL08,P0DL07,P84984,P0C8W6,P12817,P84286,P84983
58,SEQ_6C3FAB49E6B7,R1029_cyclotide_SEQ_6C3FAB49E6B7|cyclotide|Vodo Peptide M,R1029_cyclotide_SEQ_6C3FAB49E6B7|cyclotide|Vodo_Peptide_M,20,C0HL36,0.9962000250816345,high,C0HKI2,C0HL35,C0HJS0,P85182,C0HK32,C0HLP3,P84638,C0HL21,C0HKH6,P84641,C0HKJ0,C0HL20,C0HKK0,B3EWH7,C0HK39,C0HL14,C0HKI8,C0HKH1,C0HKH7
59,SEQ_8964A1584BCB,"R1030_cyclotide_SEQ_8964A1584BCB|cyclotide|Bovine Neutrophil Beta-Defensin 12 (Bnbd-12; Cattle, Ruminant, Mammals; Animals)",R1030_cyclotide_SEQ_8964A1584BCB|cyclotide|Bovine_Neutrophil_Beta-Defensin_12_Bnbd-12_Cattle_Ruminant_Mammals_Animals,20,P85115,0.9961000084877014,high,P85116,P85114,P85113,P86253,P80389,P81467,P81465,P84758,P80223,P21376,P61542,P81466,P81468,P07468,Q0E4V3,Q7TNV7,P02785,P85124,B3EWF9
61,SEQ_D70C587A68A7,R1031_affimer_SEQ_D70C587A68A7|affimer|Affimer anti-Fc-gamma-RIIIA F4,R1031_affimer_SEQ_D70C587A68A7|affimer|Affimer_anti-Fc-gamma-RIIIA_F4,20,Q945Q1,0.9962000250816345,high,Q10992,Q06445,Q9LEI7,Q03196,P25973,Q10993,P81714,Q41906,P08935,P81061,P86472,P70202,P09229,Q10Q46,Q6TPK4,Q41916,Q64361,Q84WT8,P20907
63,SEQ_A287FD1D544D,R1032_cyclotide_SEQ_A287FD1D544D|cyclotide|Conkunitzin-S2,R1032_cyclotide_SEQ_A287FD1D544D|cyclotide|Conkunitzin-S2,20,P16044,0.9954000115394592,high,P81548,P0DMJ3,Q9TWF8,Q9TWG0,Q9TWF9,P20229,P00984,Q7LZE3,P0DMJ4,P10280,P25660,P81547,P0DMJ2,A0A1Z0YU59,P86862,P00994,P26228,P19859,P0DJ49
64,SEQ_96049DD523A6,R1033_knottin_SEQ_96049DD523A6|knottin|,R1033_knottin_SEQ_96049DD523A6|knottin|,20,P0CH59,0.3684920597636321,low,P84778,P84780,C0HLV1,P84781,P84779,P61232,P83557,P0CI04,P31328,P83910,P83996,P61789,B3EWN3,P61790,P0CH50,P83892,P86418,P60177,P60178
65,SEQ_6A4842FF9F08,R1034_cyclotide_SEQ_6A4842FF9F08|cyclotide|Bacillomycin F,R1034_cyclotide_SEQ_6A4842FF9F08|cyclotide|Bacillomycin_F,20,P11920,0.6244422440245145,medium,P11921,Q86IE6,P85961,P02732,Q48439,P60997,P60996,P60995,P84983,Q9ZZW4,Q86HA0,Q8X8T5,Q8T1V8,B3EWV0,P84984,B5REZ7,B5BLG7,Q8XG12,C0Q4E1
66,SEQ_179E93B2447B,R1035_cyclotide_SEQ_179E93B2447B|cyclotide|Sapecin (Defensins),R1035_cyclotide_SEQ_179E93B2447B|cyclotide|Sapecin_Defensins,20,P81456,0.6436669502950281,medium,P81457,P84971,P86519,P84970,P86518,P56686,P84967,P83399,P0CF77,P84969,P84966,P84965,P81571,P55928,P84920,C0HJW2,P81009,P21923,P84968
67,SEQ_BC873C27CAD8,R1036_cyclotide_SEQ_BC873C27CAD8|cyclotide|Petunia Hybrida Defensin 1,R1036_cyclotide_SEQ_BC873C27CAD8|cyclotide|Petunia_Hybrida_Defensin_1,20,P82010,0.9955999851226807,high,P84864,P0C182,P0C185,P0C168,P0C8L1,P81493,P81009,P86519,P84965,P86518,P84970,P83399,P81456,P84971,P81571,P81457,P84968,P84920,P84964
68,SEQ_166A0BDB74D3,R1037_cyclotide_SEQ_166A0BDB74D3|cyclotide|[G12A]kalata B1,R1037_cyclotide_SEQ_166A0BDB74D3|cyclotide|_G12A_kalata_B1,20,P0C7K5,0.41650875513911245,low,P0C7K4,P83148,P0C7K6,P0C8W8,Q86IJ5,Q48439,P0DL08,P0DL07,P86534,P60997,P60996,P60995,C0HLV4,C0HLV5,C0HLV3,C0HJY8,Q03423,P68423,P84630
69,SEQ_83102DDE915E,"R1038_cyclotide_SEQ_83102DDE915E|cyclotide|Human Defensin-5 (Hd-5; Defensin, Alpha 5)",R1038_cyclotide_SEQ_83102DDE915E|cyclotide|Human_Defensin-5_Hd-5_Defensin_Alpha_5,20,P81468,0.9966999888420105,high,P81466,P84758,P81467,P81465,P80223,P85116,P85114,P86253,P85115,P85113,P80389,P07468,P02785,P85124,P21376,P61542,P61541,B3EWF9,C0HL40
72,SEQ_114EBD6F4E53,R1039_affimer_SEQ_114EBD6F4E53|affimer|Affimer anti-ySUMO clone 20,R1039_affimer_SEQ_114EBD6F4E53|affimer|Affimer_anti-ySUMO_clone_20,20,Q945Q1,0.9958000183105469,high,Q10992,Q06445,Q9LEI7,Q03196,P25973,Q10993,P81714,P08935,Q41906,P81061,P86472,P70202,Q10Q46,Q6TPK4,P09229,Q41916,Q64361,Q84WT8,Q9BS40
73,SEQ_7E02C8407329,R1040_affimer_SEQ_7E02C8407329|affimer|Affimer anti-ySUMO clone 15,R1040_affimer_SEQ_7E02C8407329|affimer|Affimer_anti-ySUMO_clone_15,20,Q945Q1,0.9962000250816345,high,Q10992,Q06445,Q9LEI7,Q03196,P25973,Q10993,P81714,Q41906,P08935,P86472,P81061,P09229,Q6TPK4,Q10Q46,Q41916,P70202,Q84WT8,Q64361,P20907
74,SEQ_0D1ADFCB7D8F,R1041_affimer_SEQ_0D1ADFCB7D8F|affimer|Affimer anti-ySUMO clone 22,R1041_affimer_SEQ_0D1ADFCB7D8F|affimer|Affimer_anti-ySUMO_clone_22,20,Q945Q1,0.9965999722480774,high,Q10992,Q06445,Q9LEI7,Q03196,P25973,Q10993,P81714,P08935,Q41906,P81061,P86472,Q10Q46,P09229,Q6TPK4,Q41916,P70202,Q84WT8,P20907,Q64361
80,SEQ_6A43FD5EA9DC,R1042_cyclotide_SEQ_6A43FD5EA9DC|cyclotide|Cyclo[D-Ala-Oval-D-Val-D-Oleu-D-Ala-Oval-Val-D-Oleu-D-Ala-Oval-Val-D-Oleu],R1042_cyclotide_SEQ_6A43FD5EA9DC|cyclotide|Cyclo_D-Ala-Oval-D-Val-D-Oleu-D-Ala-Oval-Val-D-Oleu-D-Ala-Oval-Val-D-Oleu,20,P02732,0.8033407890338609,high,P11976,Q13117,P14417,Q86HA0,Q86IE6,Q03400,B8NM66,P18127,E5AW45,B2SU53,P09815,P16239,P0CG71,P20469,O96614,O30611,Q5SSG8,P0CG61,P0CG64
81,SEQ_6BE0EFC66E2B,R1043_cyclotide_SEQ_6BE0EFC66E2B|cyclotide|GmIXA cyclic,R1043_cyclotide_SEQ_6BE0EFC66E2B|cyclotide|GmIXA_cyclic,20,P0CH59,0.4600831443704223,low,P61232,P61792,P61790,P61789,P61791,P58426,P83996,B3EWN3,P86418,P83910,P84778,P49266,P83892,P0CF14,P29426,P58606,P84781,P0CH50,C0HLV1
82,SEQ_AAEDAA0FEEDB,"R1044_cyclotide_SEQ_AAEDAA0FEEDB|cyclotide|(3S,6R,9S,12R,15S,18R)-3-Butyl-6,12,15,18-Tetraisopropyl-4,10,16-Trimethyl-9-Sec-Butyl-1,7,13-Trioxa-4,10,16-Triazacyclooctadecane-2,5,8,11,14,17-Hexone",R1044_cyclotide_SEQ_AAEDAA0FEEDB|cyclotide|_3S_6R_9S_12R_15S_18R_-3-Butyl-6_12_15_18-Tetraisopropyl-4_10_16-Trimethyl-9-Sec-Butyl-1_7_13-Trioxa-4_10_16-Triazacyclooctadecane-2_5_8_11_14_17-Hexone,20,P0DSE8,0.6357175806617263,medium,Q55GS1,Q54UQ1,A6T4E1,B5Y256,P83960,P11221,P02938,P02940,Q7CQN4,Q8XFI1,Q5PH64,E8XH70,Q8ZDZ6,Q66A25,Q9VBL7,C1P616,Q7N3U8,Q5PH63,Q6D622
84,SEQ_AF30ABE91422,R1045_adnectin_SEQ_AF30ABE91422|adnectin|Monobody anti-ICMT MB-15,R1045_adnectin_SEQ_AF30ABE91422|adnectin|Monobody_anti-ICMT_MB-15,20,P22081,0.6729328240999699,medium,Q16473,Q14213,Q7TNI4,Q80XF5,O35228,Q969J5,P83907,Q91289,Q9UMZ3,P39804,P23468,Q64487,P01825,O88488,Q28902,P0C5E4,Q13332,B0V2N1,P01819
87,SEQ_34669548F14A,R1046_knottin_SEQ_34669548F14A|knottin|,R1046_knottin_SEQ_34669548F14A|knottin|,20,C0HK35,0.28193035079505435,unsupported,C0HL14,C0HK32,C0HKK3,C0HL22,C0HL21,B3EWH5,C0HKH1,C0HKI8,P84522,C0HKH5,C0HKH7,C0HL20,C0HKK0,C0HKH2,C0HKJ2,C0HKK5,C0HL16,C0HK40,P84641
90,SEQ_B78F75B84A68,R1047_knottin_SEQ_B78F75B84A68|knottin|,R1047_knottin_SEQ_B78F75B84A68|knottin|,20,P83909,0.9955999851226807,high,P0CI04,P83557,P0DM14,P61232,P0DQJ6,P83745,B3EWN3,P83996,A0A3F2YLP5,P0C1Z9,P83910,P0C1Z8,P0CH52,P83746,P86418,P31328,P61790,P84835,P0CH59
93,SEQ_9033148A984A,"R1048_cyclotide_SEQ_9033148A984A|cyclotide|2-Amino-4,6-Dimethyl-3-Oxophenoxazine-1,9-Dicarboxylic Acid Bis[1-[10,13-Dimethyl-2,5,8,11,14-Pentaoxo-3,9-Di(Propan-2-Yl)-1,4,7,10,13-Pentazabicyclo[13.3.0]Octadecan-6-Yl]Ethyl] Ester",R1048_cyclotide_SEQ_9033148A984A|cyclotide|2-Amino-4_6-Dimethyl-3-Oxophenoxazine-1_9-Dicarboxylic_Acid_Bis_1-_10_13-Dimethyl-2_5_8_11_14-Pentaoxo-3_9-Di_Propan-2-Yl_-1_4_7_10_13-Pentazabicyclo_13.3.0_Octadecan-6-Yl_Ethyl_Ester,20,Q86HA0,0.6758424297211931,medium,P84984,P02732,Q86IE6,Q11116,Q9ZZW4,P21733,Q9Y0X6,P14417,Q85X26,Q54QZ8,Q54UQ1,Q9ZZW2,B8NM66,P11976,Q35811,P17991,P11920,P0CL30,P0CL27
94,SEQ_0FE34D351A8A,R1049_knottin_SEQ_0FE34D351A8A|knottin|,R1049_knottin_SEQ_0FE34D351A8A|knottin|,20,P82601,0.9959999918937683,high,P61790,P0CH13,P86418,P69752,P86388,P83996,P0C352,P85032,P61792,P68423,P0DOW6,P0CH59,C7T1P3,P61232,P0CH55,C7T1P4,P81765,B3EWN3,C7T1P1
95,SEQ_9D030F6E19A4,R1050_knottin_SEQ_9D030F6E19A4|knottin|,R1050_knottin_SEQ_9D030F6E19A4|knottin|,20,B3EWT4,0.9957000017166138,high,C0HJS3,P84015,P68423,P31328,P83557,B3EWN3,P84780,P84778,P0CH55,P84779,P61232,P84781,P84630,C0HJK5,P83243,P11058,P86269,P0CH59,P60177
96,SEQ_68A6E3BEB1DB,R1051_cyclotide_SEQ_68A6E3BEB1DB|cyclotide|G11.1,R1051_cyclotide_SEQ_68A6E3BEB1DB|cyclotide|G11.1,20,P0C613,0.9958000183105469,high,P82601,P61791,P61789,P0DOW6,P0CH59,P61232,C7T1P3,P68423,C7T1P4,P0CH55,P81765,B3EWN3,C7T1P1,P0CH13,P0DM25,P83996,C7T1P2,P0C1C8,A0A6I8WFP9
97,SEQ_E7EE2D96D382,R1052_cyclotide_SEQ_E7EE2D96D382|cyclotide|TxVA,R1052_cyclotide_SEQ_E7EE2D96D382|cyclotide|TxVA,20,Q11116,0.6967247397170162,medium,P02732,Q86HA0,P84984,P14417,P0CG71,P0CG61,P0CG64,P0CG69,Q86IE6,Q63429,P0CG48,Q54QZ8,P0CG50,B2SU53,P11976,P0CH28,O96614,P0CG66,Q13117
98,SEQ_A7F6DEA711DD,R1053_knottin_SEQ_A7F6DEA711DD|knottin|,R1053_knottin_SEQ_A7F6DEA711DD|knottin|,3,P83998,0.31543144658380484,low,P01076,P14903,,,,,,,,,,,,,,,,,
101,SEQ_3F4ACE0F456C,R1054_avimer_SEQ_3F4ACE0F456C|avimer|Avimer anti-FGFR1c/KLB C3201,R1054_avimer_SEQ_3F4ACE0F456C|avimer|Avimer_anti-FGFR1c_KLB_C3201,20,Q5T700,0.288871662136998,unsupported,E3LYX0,Q21629,Q98931,P98155,P98165,P35953,P98166,P98156,P20063,Q99087,Q924X6,P35952,Q9VER6,P35950,Q28832,Q99088,P35951,P01131,Q9QYP1
102,SEQ_759B1A27D9B4,R1055_avimer_SEQ_759B1A27D9B4|avimer|Avimer anti-KLB C2240,R1055_avimer_SEQ_759B1A27D9B4|avimer|Avimer_anti-KLB_C2240,20,Q5T700,0.3069164787254337,low,E3LYX0,Q21629,P98155,Q98931,P98165,P98166,P98156,P20063,P35953,E2AX35,P85831,Q924X6,Q5SZI1,Q99087,Q9VER6,Q14114,P35950,P35951,P35952
103,SEQ_747905F623EC,R1056_avimer_SEQ_747905F623EC|avimer|Avimer anti-FGFR1c C2987,R1056_avimer_SEQ_747905F623EC|avimer|Avimer_anti-FGFR1c_C2987,20,Q5T700,0.343588154976473,low,E3LYX0,Q21629,P85831,E2AX35,Q5SZI1,P18208,Q9VER6,G5EF33,Q98931,P98165,P98155,P20063,Q99087,P98166,P98156,Q924X6,Q9R097,P35953,Q14114
104,SEQ_3CFE05BB5FF8,R1057_avimer_SEQ_3CFE05BB5FF8|avimer|Avimer anti-FGFR1c/KLB C3209,R1057_avimer_SEQ_3CFE05BB5FF8|avimer|Avimer_anti-FGFR1c_KLB_C3209,20,Q5T700,0.29355782426422117,unsupported,E3LYX0,Q21629,Q98931,P98155,P98165,P35953,P98166,P98156,P20063,Q99087,Q924X6,Q9QYP1,Q8VI56,P35952,P35950,O75096,Q99088,Q28832,P01131
107,SEQ_E6E91B3D4EB3,R1058_knottin_SEQ_E6E91B3D4EB3|knottin|,R1058_knottin_SEQ_E6E91B3D4EB3|knottin|,20,C0HKH1,0.9979000091552734,high,C0HK39,C0HK40,C0HKH2,C0HKK5,C0HKH6,C0HKK3,C0HKK4,P86846,C0HKK0,C0HKJ3,P84641,P86849,C0HKJ2,P84642,P86850,P86901,C0HK35,C0HL34,C0HL15
108,SEQ_A36B28EA26ED,R1059_knottin_SEQ_A36B28EA26ED|knottin|,R1059_knottin_SEQ_A36B28EA26ED|knottin|,20,C0HKH6,0.9976000189781189,high,C0HK39,C0HKH1,C0HKJ3,C0HKK3,P85182,C0HJS0,C0HK40,C0HKH2,P84641,P84642,P86846,C0HKK0,C0HKK4,C0HKK5,P86901,C0HKJ2,P86849,P86850,C0HLP3
110,SEQ_1B1C229C5ADB,R1060_knottin_SEQ_1B1C229C5ADB|knottin|,R1060_knottin_SEQ_1B1C229C5ADB|knottin|,20,P85132,0.9970999956130981,high,C0HL21,C0HL20,C0HL22,C0HKH5,C0HL37,C0HKH7,C0HKI8,C0HJS3,C0HL14,C0HL16,C0HK32,C0HL15,C0HK35,P84642,C0HKH1,C0HKJ3,C0HKJ2,C0HK40,P85188
111,SEQ_0B459F735DF8,R1061_knottin_SEQ_0B459F735DF8|knottin|,R1061_knottin_SEQ_0B459F735DF8|knottin|,20,C0HL22,0.33361125011133197,low,C0HL21,C0HKH5,C0HKH7,C0HKI8,C0HL14,C0HJS3,C0HL37,C0HL16,C0HK35,C0HL15,C0HL20,C0HJS8,C0HK32,C0HKJ0,C0HKH1,P84642,C0HKJ2,C0HL34,C0HKJ3
